GFP genomes (scaled),Parameters,GFP IU run=0,total_interactions run=0,GFP IU run=1,total_interactions run=1,GFP IU run=2,total_interactions run=2,GFP IU run=3,total_interactions run=3,GFP IU run=4,total_interactions run=4,GFP IU run=5,total_interactions run=5,GFP IU run=6,total_interactions run=6,GFP IU run=7,total_interactions run=7,GFP IU run=8,total_interactions run=8,GFP IU run=9,total_interactions run=9,GFP IU run=10,total_interactions run=10,GFP IU run=11,total_interactions run=11,GFP IU run=12,total_interactions run=12,GFP IU run=13,total_interactions run=13,GFP IU run=14,total_interactions run=14,GFP IU run=15,total_interactions run=15,GFP IU run=16,total_interactions run=16,GFP IU run=17,total_interactions run=17,GFP IU run=18,total_interactions run=18,GFP IU run=19,total_interactions run=19,GFP IU run=20,total_interactions run=20,GFP IU run=21,total_interactions run=21,GFP IU run=22,total_interactions run=22,GFP IU run=23,total_interactions run=23,GFP IU run=24,total_interactions run=24,GFP IU run=25,total_interactions run=25,GFP IU run=26,total_interactions run=26,GFP IU run=27,total_interactions run=27,GFP IU run=28,total_interactions run=28,GFP IU run=29,total_interactions run=29,GFP IU run=30,total_interactions run=30,GFP IU run=31,total_interactions run=31,GFP IU run=32,total_interactions run=32,GFP IU run=33,total_interactions run=33,GFP IU run=34,total_interactions run=34,GFP IU run=35,total_interactions run=35,GFP IU run=36,total_interactions run=36,GFP IU run=37,total_interactions run=37,GFP IU run=38,total_interactions run=38,GFP IU run=39,total_interactions run=39,GFP IU run=40,total_interactions run=40,GFP IU run=41,total_interactions run=41,GFP IU run=42,total_interactions run=42,GFP IU run=43,total_interactions run=43,GFP IU run=44,total_interactions run=44,GFP IU run=45,total_interactions run=45,GFP IU run=46,total_interactions run=46,GFP IU run=47,total_interactions run=47,GFP IU run=48,total_interactions run=48,GFP IU run=49,total_interactions run=49,GFP IU run=50,total_interactions run=50,GFP IU run=51,total_interactions run=51,GFP IU run=52,total_interactions run=52,GFP IU run=53,total_interactions run=53,GFP IU run=54,total_interactions run=54,GFP IU run=55,total_interactions run=55,GFP IU run=56,total_interactions run=56,GFP IU run=57,total_interactions run=57,GFP IU run=58,total_interactions run=58,GFP IU run=59,total_interactions run=59,GFP IU run=60,total_interactions run=60,GFP IU run=61,total_interactions run=61,GFP IU run=62,total_interactions run=62,GFP IU run=63,total_interactions run=63,GFP IU run=64,total_interactions run=64,GFP IU run=65,total_interactions run=65,GFP IU run=66,total_interactions run=66,GFP IU run=67,total_interactions run=67,GFP IU run=68,total_interactions run=68,GFP IU run=69,total_interactions run=69,GFP IU run=70,total_interactions run=70,GFP IU run=71,total_interactions run=71,GFP IU run=72,total_interactions run=72,GFP IU run=73,total_interactions run=73,GFP IU run=74,total_interactions run=74,GFP IU run=75,total_interactions run=75,GFP IU run=76,total_interactions run=76,GFP IU run=77,total_interactions run=77,GFP IU run=78,total_interactions run=78,GFP IU run=79,total_interactions run=79,GFP IU run=80,total_interactions run=80,GFP IU run=81,total_interactions run=81,GFP IU run=82,total_interactions run=82,GFP IU run=83,total_interactions run=83,GFP IU run=84,total_interactions run=84,GFP IU run=85,total_interactions run=85,GFP IU run=86,total_interactions run=86,GFP IU run=87,total_interactions run=87,GFP IU run=88,total_interactions run=88,GFP IU run=89,total_interactions run=89,GFP IU run=90,total_interactions run=90,GFP IU run=91,total_interactions run=91,GFP IU run=92,total_interactions run=92,GFP IU run=93,total_interactions run=93,GFP IU run=94,total_interactions run=94,GFP IU run=95,total_interactions run=95,GFP IU run=96,total_interactions run=96,GFP IU run=97,total_interactions run=97,GFP IU run=98,total_interactions run=98,GFP IU run=99,total_interactions run=99
10.0,simul_name=clump,0,24,0,38,0,11,0,16,0,18,0,14,0,14,0,10,0,7,0,9,0,9,0,11,0,24,1,19,0,5,0,9,1,12,0,16,1,14,0,13,0,5,0,11,0,9,1,14,0,16,0,14,0,8,0,13,0,14,0,20,0,10,0,8,0,8,0,17,0,21,0,12,0,16,0,9,0,18,0,10,0,15,0,8,0,17,0,18,0,17,0,14,0,12,0,11,0,13,0,17,1,8,0,25,0,12,0,12,0,6,0,10,0,10,0,11,0,17,0,9,0,17,0,12,0,11,0,7,0,19,0,10,0,5,0,10,0,16,0,6,0,7,0,6,0,16,0,5,0,14,0,11,0,4,0,21,0,11,0,22,0,17,0,10,0,6,0,14,0,24,0,6,0,12,0,17,1,14,0,10,1,12,0,10,0,13,1,17,0,10,0,18,0,14,0,15,0,12,0,17
20.0,num_simulations=100,0,18,0,46,0,76,0,27,0,19,1,28,0,28,0,27,0,22,0,38,1,45,0,33,0,23,0,23,0,59,0,30,0,17,0,33,0,29,0,32,0,26,0,23,0,37,0,28,0,30,0,22,0,37,0,37,1,25,0,46,0,19,0,32,1,22,0,33,0,28,0,20,0,32,0,39,0,45,1,25,0,42,0,26,0,30,0,41,0,27,0,32,0,25,0,25,0,20,0,18,0,16,0,25,0,35,0,33,0,27,0,22,0,26,1,26,0,69,0,32,1,16,0,37,0,28,0,46,0,26,0,31,0,33,0,24,0,25,0,29,1,25,0,26,1,36,0,31,0,24,0,38,0,23,0,18,0,24,0,28,0,30,2,26,0,35,1,21,1,30,0,27,0,33,0,37,0,31,0,37,0,18,0,23,1,39,1,27,0,30,0,35,0,23,0,24,0,28,0,35
30.0,scale=1.0,0,61,1,44,0,52,0,66,1,72,0,50,1,53,0,48,0,51,0,39,1,52,0,63,0,60,0,36,0,41,1,31,0,49,0,35,0,41,0,39,0,44,0,53,0,44,0,69,0,52,0,34,0,39,1,57,0,28,0,46,0,55,0,40,0,33,1,49,0,55,0,59,0,39,0,46,0,69,0,44,0,35,0,48,0,67,0,93,0,38,0,45,0,57,0,55,0,46,0,47,0,63,0,103,2,75,0,35,0,43,0,78,1,41,0,41,0,57,1,41,1,48,0,34,1,43,0,40,0,32,0,36,0,38,0,57,1,53,0,38,1,39,0,33,0,48,0,49,0,54,0,40,0,42,0,48,0,37,4,54,1,45,0,30,1,39,1,49,0,66,0,64,1,79,0,69,0,42,0,41,0,65,0,42,0,42,0,40,0,36,0,61,0,54,0,63,1,46,3,134
40.0,cell_count=1000.0,1,74,0,70,0,65,1,79,2,89,0,71,0,73,1,81,1,97,0,99,0,67,1,50,1,67,1,71,0,81,0,62,0,62,1,76,0,78,0,71,1,83,1,123,1,98,0,73,1,69,0,74,0,73,1,83,0,56,0,67,0,74,0,92,1,199,0,68,0,49,0,63,1,69,0,84,2,80,0,56,0,72,0,74,0,98,0,56,1,63,0,64,0,65,0,70,0,97,1,75,0,69,1,70,0,82,0,78,0,78,0,60,0,86,1,58,0,68,0,96,0,69,0,65,1,53,0,89,0,83,1,74,0,98,0,101,0,53,0,95,1,151,1,55,0,112,0,75,0,55,0,60,2,62,1,75,0,66,0,78,0,143,0,75,1,50,0,81,0,75,2,66,0,82,0,83,0,52,1,67,0,60,0,82,3,89,0,54,0,68,0,66,0,74,1,78,2,65,2,102
50.0,muG=0.0,1,64,1,84,0,80,2,90,0,109,0,146,0,92,0,121,0,84,0,72,1,106,0,83,0,119,0,69,0,79,1,92,0,113,0,113,0,125,1,110,1,138,1,89,2,139,1,117,2,84,2,81,0,56,0,85,0,104,1,98,1,105,0,92,0,79,0,82,3,77,0,154,1,80,1,84,1,89,0,98,1,67,1,87,2,181,1,95,0,98,0,123,0,63,0,107,0,49,0,97,0,111,0,105,1,105,0,94,1,96,0,62,0,142,0,97,0,104,0,78,0,98,1,77,0,78,0,123,0,88,0,75,2,105,0,135,1,83,2,130,0,112,0,82,1,125,0,98,0,100,1,87,0,92,0,49,0,85,0,102,0,80,0,135,0,117,0,80,0,74,0,74,0,111,0,90,1,99,1,81,0,111,0,70,0,94,1,120,0,98,1,145,0,141,3,95,1,72,0,100
60.0,sigmaG=1.0,1,122,0,134,0,124,0,182,0,122,1,142,0,98,3,115,1,90,0,140,1,107,0,115,0,91,0,145,1,117,1,122,1,132,0,98,0,124,0,105,2,111,0,85,2,141,1,182,2,126,0,152,0,98,0,97,0,119,0,121,0,112,2,112,0,98,0,149,1,127,0,127,0,141,1,138,0,115,0,105,2,148,0,89,0,110,0,147,0,106,0,126,0,74,2,149,1,96,0,109,2,140,2,159,0,104,1,130,1,129,1,117,0,152,1,139,0,177,0,92,1,168,1,117,1,158,0,150,0,148,0,103,0,99,0,110,3,110,0,93,0,132,3,150,2,134,1,102,1,106,1,125,1,78,4,140,0,185,0,94,0,148,1,102,0,118,1,145,1,104,0,78,0,97,0,105,0,156,0,103,1,135,0,154,1,155,1,95,0,144,1,123,0,110,0,122,0,112,1,125
70.0,muR=12.0,1,163,2,190,2,186,1,152,2,154,0,158,0,167,1,124,0,157,1,169,1,151,1,112,0,122,2,241,3,177,0,147,0,147,2,133,2,163,0,129,0,152,1,191,1,148,1,129,1,199,1,184,1,171,0,176,1,165,1,122,0,143,1,150,1,181,0,175,0,176,2,158,0,166,0,183,1,149,0,152,3,194,1,154,1,177,0,163,2,161,1,222,0,158,1,178,1,146,2,140,1,180,0,97,1,201,1,126,1,201,2,136,0,146,2,151,1,164,2,175,1,165,3,149,1,144,0,150,1,158,0,160,1,127,0,208,1,127,0,268,0,128,1,141,2,175,1,125,0,164,0,188,1,202,1,165,0,171,2,165,1,160,0,147,0,170,1,157,0,176,2,166,1,145,0,151,1,114,0,164,2,168,0,118,1,142,0,167,0,113,0,156,0,187,1,148,0,159,1,195
80.0,sigmaR=1.0,0,179,0,160,0,189,0,153,0,154,0,202,1,185,1,172,1,175,0,206,1,144,2,169,0,165,0,140,1,221,1,159,0,213,2,158,1,173,1,138,0,134,1,137,6,213,0,184,1,154,1,201,0,167,2,188,1,181,1,174,0,183,0,180,2,173,0,161,4,171,0,158,2,148,0,168,5,161,1,192,1,165,1,139,1,154,1,201,1,159,0,170,3,148,2,187,2,158,1,197,0,173,0,196,2,215,0,181,0,129,1,179,1,183,1,149,1,147,1,159,0,117,2,124,4,190,0,150,0,177,1,173,1,169,1,164,0,148,2,243,0,130,2,194,0,219,1,194,2,216,0,174,0,176,0,149,0,229,3,145,1,149,1,219,0,216,0,149,1,169,1,188,0,177,0,185,4,165,0,153,0,161,3,158,3,199,0,178,0,204,1,148,1,196,0,152,2,195,1,196
90.0,gamma=0.45,0,204,1,211,0,186,2,181,0,201,0,174,1,214,2,174,0,228,2,210,2,168,2,191,1,202,0,232,0,188,1,223,2,162,0,181,1,189,1,165,1,188,2,211,0,203,2,197,1,179,1,191,0,234,1,229,2,186,0,200,1,213,1,226,1,224,0,212,0,272,1,140,0,154,0,130,2,162,1,220,1,186,1,172,2,185,0,210,0,208,0,221,1,166,2,243,2,260,0,202,0,199,0,228,0,145,0,184,0,202,0,151,0,180,1,214,0,258,1,166,0,186,2,243,2,219,1,198,0,194,0,234,1,181,0,201,0,187,2,207,1,202,0,237,1,189,1,187,1,236,0,182,1,211,2,144,0,116,3,238,2,187,0,175,1,196,1,197,0,166,0,183,1,192,1,187,1,222,1,232,2,169,5,170,1,239,1,171,1,186,1,189,0,172,2,203,1,198,1,235
100.0,vMax=1000.0,3,256,2,228,0,234,1,218,1,182,2,199,1,202,3,266,1,212,0,311,1,224,1,216,3,238,0,209,2,195,2,204,2,259,3,256,2,245,0,259,0,193,0,207,0,259,3,216,2,258,3,283,0,232,1,196,2,206,0,214,1,228,1,218,0,234,0,169,0,239,1,196,0,201,1,246,2,264,1,200,0,199,1,186,0,179,1,200,3,260,0,229,1,220,1,166,0,232,3,227,0,271,3,189,3,250,0,268,1,180,1,182,4,225,1,223,1,222,2,308,1,241,0,225,2,207,2,188,6,294,1,208,0,228,0,238,0,187,0,194,1,255,3,214,2,203,0,222,1,217,1,238,0,247,2,214,4,195,1,269,2,202,0,171,1,213,0,202,1,234,0,217,1,197,0,256,2,221,1,232,2,269,1,195,1,201,2,209,1,215,0,234,0,207,0,235,1,399,3,263
